image_name| comment_number| comment|Translated_Comment
3500502955.jpg| 1| A woman in a white shirt and jeans holding two rakes as she walks down the street .|Цагаан цамц, жинсэн өмд өмсөж, гудамжинд алхаж байхдаа хоёр хутгуур өмссөн эмэгтэй.
6291644661.jpg| 0| Two teams of men ( one wearing green uniforms and one wearing black and white uniforms ) are playing a sport on ice wearing rollerskates .|Эрэгтэйчүүдийн хоёр баг (ногоон дүрэмт хувцас өмсдөг, нэг нь хар, цагаан өнгийн дүрэмт хувцас өмсдөг) leclerskate өмссөн мөсөн дээр спортоор хичээллэж байна.
1146938063.jpg| 3| Two men carrying books , walking and talking in a field .|Ном авч, алхаж, талбайд алхаж, ярилцаж байна.
6926512292.jpg| 3| a woman playing volleyball wearing a neon swimsuit top .|Неон сэлэлтийн дээд зэргийг өмссөн волейбол тоглож байсан эмэгтэй.
3700322513.jpg| 4| A bike rider jumps through the air while being filmed .|Дугуй морьтон кино хийж байхдаа агаарт үсрэв.
2491343114.jpg| 4| A dog runs across sand .|Нохой нь элсээр гүйдэг.
3170713647.jpg| 4| A man in a white shirt reads the paper by a tree .|Цагаан цамцанд байгаа хүн цаасыг модоор уншдаг.
6284009144.jpg| 2| A lady in a red dress is posing on a tree .|Улаан даашинзтай хатагтай мод дээр зураг авч байна.
1328411383.jpg| 2| A man and a woman are walking along a sidewalk and talking in the sun|Эрэгтэй, эмэгтэй, эмэгтэй явган хүний зам дагуу явж, наранд ярьж байна
3346614841.jpg| 0| Young boy wearing sunglasses , and a brown shirt with black swirls .|Залуу хүү нарны шил зүүж, хар өнгийн цамц өмсдөг.
5899467604.jpg| 1| Six men wearing yellow suits and orange life vests are leaving a rocky shoreline on their boat .|Шар костюм, улбар шар өнгийн амьдралын хантааз өмссөн зургаан эрчүүд завин дээрээ чулуурхаг эрэг рүү явж байна.
124390903.jpg| 0| A woman wearing black glasses is sharing sweets with a toddler girl wearing a princess hat .|Хар нүдний хар шил зүүсэн эмэгтэй нь чихрийн малгай өмссөн охинтой охинтой сайхан хувцаслаж байна.
84824317.jpg| 2| A man with a machete sitting and cutting a piece of fruit .|Мачеттай хүн, нэг хэсэг жимс зүсэж, зүсэж байна.
2445234281.jpg| 3| A young lady lying on the ground near water relaxing while reading a book .|Номыг уншиж байхдаа усан дээр амрахын ойролцоо газар хэвтэж байв.
4642842928.jpg| 2| Two people riding a scooter at night in traffic .|Хөндлөн шөнийн цагаар скутер морь унаж байна.
534318261.jpg| 4| Children are learning about a firetruck .|Хүүхдүүд гал түймэрт суралцаж байна.
1605250088.jpg| 2| A man in a brown trench coat carrying a guitar case .|Бэлэнгэн ойн цувтай хүн гитарын хайрцаг авч явдаг хүн.
192786590.jpg| 2| A man is holding the hand of a woman in a white dress and smiling .|Эр хүн эмэгтэй хүний гарыг цагаан даашинз, инээмсэглэж байна.
1234293791.jpg| 0| A young girl wearing a helmet and riding a brown horse .|Дуулга өмссөн залуу охин, хүрэн морь унав.
128395625.jpg| 4| Two people are riding bicycles next to a building .|Хоёр хүн байшингийн хажууд унадаг дугуй унаж байна.
2596474836.jpg| 3| A woman helping a toddler to swim in a pool .|Усан бассейнд сэлэхэд хүнд туслах эмэгтэй хүн.
2634085089.jpg| 3| A girl in a white dress is walking near a pigeon .|Цагаан даашинзтай охин тагтаа ойрхон алхаж байна.
4931229672.jpg| 2| A cowboy on horseback is attempting to rope a calf .|Морь дээр ковбой нь тугалаа олсоор оролдож байна.
3954079669.jpg| 1|" A street musician sitting playing guitar with an open case and a sign reading "" TELL ME WHY MY MUSIC SUCKS "" ."|"Гудамжны хөгжимчин нээлттэй хэргийг тоглож, илэн далангүй гитар тоглож, унших ""нь миний хөгжим яагаад сордогыг хэлээрэй."""
3069837790.jpg| 3| Old women carrying groceries down the stairs .|Шатаар хоол хүнс авч явдаг хөгшин эмэгтэйчүүд.
4938776115.jpg| 2| A man is on his phone while sitting on a chair along a rocky beach .|Эрэгтэй хүн хадан чулуун далайн эрэг дээр сандал дээр сууж байхдаа утсаараа гардаг.
4303786905.jpg| 4| Two people looking at a structure outside of a tea room .|Цайны өрөөний гадна талд байгаа бүтэцийг харж байна.
2860344033.jpg| 1| The grownups are smiling as a child plays with some rocks on the ground .|Насанд хүрэгчид газар дээр нь хэдэн чулуун дээр тоглож байхдаа инээмсэглэж байна.
237547381.jpg| 2| a black and a white dog play with a rope toy in a backyard|Хар ба цагаан нохой нь арын хашаанд олс тоглоомоор тоглодог
4751332425.jpg| 2| A lady wearing a black dress and with sunglasses is talking on the phone .|Хар даашинз өмссөн хатагтай, нарны шил зүүж, нарны шил дээр ярьж байна.
3285552304.jpg| 4| A family sits at the front of a crowded stadium .|Нэр хүндтэй цэнгэлдэх хүрээлэнгийн урд талд гэр бүл сууж байна.
2266019996.jpg| 4| A snowboarder posed mid-jump .|Цасан урлалчин дунд үсрэлтийг оруулсан.
4302245124.jpg| 3| five ballerinas dancing and jumping in the air at the same time .|таван балеринас бүжиглэж, нэгэн зэрэг агаарт үсэрч байв.
5613922717.jpg| 0| A worker in a hard hat is sitting on a beam in what appears to be an unfinished building .|Хатуу малгай өмссөн ажилчин нь дуусаагүй барилга шиг өнгөтэй болж байна.
3494394662.jpg| 2| An older man wearing a black jacket standing outside .|Гадаа хар хүрэм өмссөн том хүн.
2636454827.jpg| 2| Three people smiling in the distance on a mountainous area .|Гурван хүн уулархаг газар руу инээмсэглэв.
3163198309.jpg| 3| A skier coming over a snowy hill while people look on .|Хүмүүс цастай толгод дээр гарч ирж байгаа.
1798209205.jpg| 2| A blond-haired woman is pouring drinks at a bar .|Шаргал үстэй эмэгтэй нь бааранд ундаа асгаж байна.
3442272060.jpg| 3| Two dogs play with one another outside .|Хоёр нохой гадаа нэгтэйгээ хамт тоглодог.
340816800.jpg| 0| A woman wearing a white shirt looks at a woman sitting next to her who is making a funny face .|Цагаан цамц өмссөн эмэгтэй нь инээдтэй царай хийж байгаа эмэгтэйгээс сууж буй эмэгтэйг хардаг.
3416050480.jpg| 4| A person on a horse jumps over a broken down airplane .|Морин дээр нэг хүн хугарсан онгоцоор үсрэв.
4628050549.jpg| 0| A man dressed like the Statue of Liberty is wearing a robe , has his face painted a bluish color , and is holding the same type of flame in his right hand .|Эрх чөлөөний хөшөө шиг хувцасладаг эр хүн нөмрөг өмсөж, нүүр нь цэнхэр өнгөөр будсан, баруун гартаа ижил төрлийн дөлийг будсан бөгөөд түүний баруун гартаа ижил төрлийн дөлийг будж байна.
